"X","id","username","location","userop","quote","rating","date","reviewnospace","page","titleopinion","SentimentValue","SentimentCore","pos","neg"
1251,"rn152965213","Mez1961","Fishers, Indiana","162 reviews","Weird, wild, but ultimately not worth it",2,"2013-02-24","Driving to Barcelona from the north almost demands a visit to Dali's birthplace in Figueres, where he built his own museum for much of his art. I am not a Dali fan but went with an open mind. While there is much to see, and some quite interesting, the weird sculptures, the wild drawings, and the bizzare hommage to Mae West, the museum did not hold my attention. In fact much of his most well known work (recall the ""melting watch"") is not there. It was more a feeling of enduring the experience than enjoying it. Others may feel differently, such is the subjectivity of art.",126,"Weird, wild, but ultimately not worth it. Driving to Barcelona from the north almost demands a visit to Dali's birthplace in Figueres, where he built his own museum for much of his art. I am not a Dali fan but went with an open mind. While there is much to see, and some quite interesting, the weird sculptures, the wild drawings, and the bizzare hommage to Mae West, the museum did not hold my attention. In fact much of his most well known work (recall the  melting watch ) is not there. It was more a feeling of enduring the experience than enjoying it. Others may feel differently, such is the subjectivity of art.","negative","negative",3,5
1252,"rn152928141","Charles C","Colwyn Bay, United Kingdom","154 reviews","Wonderful and weird both the building and inside the museum",5,"2013-02-24","Well worth the entrance fee . Extraordinary conversion from a derelict theatre , wonderfully eccentric exhibition and layout inside. Ought to be a must visit if you are in the Girona or coastal areas of NE Catalunya or perhaps travelling in Catalunya on the Mediterranean highwayto/ from France. While you are in this part of Catalunya be sure to see the Dali museum also in Cadaques.. we travelled there by boat from Roses. Dali Theare Museum is about 600 metres from the Railway station . Reasonable public transport.",126,"Wonderful and weird both the building and inside the museum. Well worth the entrance fee . Extraordinary conversion from a derelict theatre , wonderfully eccentric exhibition and layout inside. Ought to be a must visit if you are in the Girona or coastal areas of NE Catalunya or perhaps travelling in Catalunya on the Mediterranean highwayto/ from France. While you are in this part of Catalunya be sure to see the Dali museum also in Cadaques.. we travelled there by boat from Roses. Dali Theare Museum is about 600 metres from the Railway station . Reasonable public transport.","positive","neutral",3,3
1253,"rn152905249","SasaPokimica","Kragujevac, Serbia","2 reviews","Pure sickness",5,"2013-02-23","He was very frustrated person :). This can be seen in every part of his art. He often uses molten forms, animals, eggs, mirror-reflection, and everything is wrapped with a sense of all kind of life frustrations. I have to admit that for most people his art is too abstract and surreal even for the present time.<br>I have been twice there, I would love to go once more, but alone, just to have more time to think and understand his mind though his work.<br>Pure sick genius!",126,"Pure sickness. He was very frustrated person :). This can be seen in every part of his art. He often uses molten forms, animals, eggs, mirror-reflection, and everything is wrapped with a sense of all kind of life frustrations. I have to admit that for most people his art is too abstract and surreal even for the present time. I have been twice there, I would love to go once more, but alone, just to have more time to think and understand his mind though his work. Pure sick genius!","positive","neutral",3,3
1254,"rn151520488","Flicks12","Chelmsford, United Kingdom","60 reviews","Totally Surreal",5,"2013-02-06","I absolutely loved the Dali Theatre Museum, it is like nothing I have ever seen before, from the outside it looks like a rose pink fortress topped with giant eggs, a glass dome and what looks like bread rolls on it's exterior !!! Outside it is visually stunning with golden statues on the building and sculptures in the surroundings, one looks like it is made out of tyres, and set into the building is the face of Dali with a tv and large egg behind a glass partition. The main courtyard is shaped like an amphitheatre with more golden statutes, a ship and a sculpture of a lady on a car whose interior features a lady and gentleman and driver covered with ivy and snails !. The top of the amphitheatre is edged with white sinks !!!!, Inside the building is a massive painting by Dali and another amazing work of art is a painting of Abraham Lincoln which is made up of lots of smaller paintings which viewed from a distance becomes a picture of a naked lady !. As well as Dali paintings there are sculptures, sketches and a room with whose furniture depicts the face of Mae West, a red sofa forming the lips and two large paintings forming the eyes. Another room one enters by the mouth in a three dimensional face, the hair being made out of cobs of sweetcorn and the nose is a model of upside down baby. Also there is a beautiful bed, the bottom is made up of two sea serpents for the legs. Salvador Dali is buried in the basement.<br><br>The Dali Theatre-Museum is a totally surreal place and it makes any visit a wonderful, fun and informative visitor experience.<br><br>Visited October 2011",126,"Totally Surreal. I absolutely loved the Dali Theatre Museum, it is like nothing I have ever seen before, from the outside it looks like a rose pink fortress topped with giant eggs, a glass dome and what looks like bread rolls on it's exterior !!! Outside it is visually stunning with golden statues on the building and sculptures in the surroundings, one looks like it is made out of tyres, and set into the building is the face of Dali with a tv and large egg behind a glass partition. The main courtyard is shaped like an amphitheatre with more golden statutes, a ship and a sculpture of a lady on a car whose interior features a lady and gentleman and driver covered with ivy and snails !. The top of the amphitheatre is edged with white sinks !!!!, Inside the building is a massive painting by Dali and another amazing work of art is a painting of Abraham Lincoln which is made up of lots of smaller paintings which viewed from a distance becomes a picture of a naked lady !. As well as Dali paintings there are sculptures, sketches and a room with whose furniture depicts the face of Mae West, a red sofa forming the lips and two large paintings forming the eyes. Another room one enters by the mouth in a three dimensional face, the hair being made out of cobs of sweetcorn and the nose is a model of upside down baby. Also there is a beautiful bed, the bottom is made up of two sea serpents for the legs. Salvador Dali is buried in the basement.  The Dali Theatre-Museum is a totally surreal place and it makes any visit a wonderful, fun and informative visitor experience.  Visited October 2011","positive","negative",5,6
1255,"rn151489980","Allie G","Kendal, United Kingdom","6 reviews","Wow",5,"2013-02-05","A must visit when in Figueres. Entry price a bit steep at 12 euros but maybe worth it. Lucky to visit at quiet time of year as queues form into adjacent church at busy times. Amazing use of space, breathtaking at times.",126,"Wow. A must visit when in Figueres. Entry price a bit steep at 12 euros but maybe worth it. Lucky to visit at quiet time of year as queues form into adjacent church at busy times. Amazing use of space, breathtaking at times.","positive","positive",4,1
1256,"rn151040628","RukenZilan","Ankara, Turkey","26 reviews","A special museum",5,"2013-01-30","I have been in this unusual museum twice and I can go 3rd time without any hesitation, if I have the chance again. It is far away from being a ""cliche"". In addition to the unique paintings, there are interesting exhibitions too. The museum is an educative, incredibly artistic place, and visiting the museum is fun and a cheerful experience. It shouldn't be missed if there is an opportunity to visit it.",126,"A special museum. I have been in this unusual museum twice and I can go 3rd time without any hesitation, if I have the chance again. It is far away from being a  cliche . In addition to the unique paintings, there are interesting exhibitions too. The museum is an educative, incredibly artistic place, and visiting the museum is fun and a cheerful experience. It shouldn't be missed if there is an opportunity to visit it.","positive","positive",4,3
1257,"rn150753089","jennykenny","Worthing, United Kingdom","226 reviews","Stunning",5,"2013-01-27","All the paintings that you have seen over the years in art books are here!!<br>Take advantage of the included price of seeing the Dali jewels. They are more than you can believe.",126,"Stunning. All the paintings that you have seen over the years in art books are here!! Take advantage of the included price of seeing the Dali jewels. They are more than you can believe.","positive","neutral",0,0
1258,"rn150413443","Ventana66","Pouzols-Minervois, France","36 reviews","Dali Museum",5,"2013-01-23","must visit here if you stay nearby, jewels are out of this world, it is possible for a tour or walk around by yourselves, see the work for real, its stunning and , lots of steps to manage so be aware.",126,"Dali Museum. must visit here if you stay nearby, jewels are out of this world, it is possible for a tour or walk around by yourselves, see the work for real, its stunning and , lots of steps to manage so be aware.","positive","positive",2,0
1259,"rn150312556","Amanda P","West Palm Beach, Florida","302 reviews","Loved it!",5,"2013-01-22","This is one of the most extraordinary experiences anyone can have in an art museum. The range of Dali's work that is exhibited is impressive. His work is so detailed and this collection is so large, that if you really want to enjoy this museum you should take a guided tour so that you do not miss out on any little, yet interesting details and you should be willing to spend around four hours or more to wander around by yourself. Many people wait in line for hours, but the best advice I can give for visitors is to buy the guided tour. It is about twenty euros per person and they not only give you a guided tour of the museum, but a tour of the town where Dali grew up! This was the best part! They take you to see where he grew up and if you go you will learn the secret of the grasshopper and get to see it yourself.....",126,"Loved it!. This is one of the most extraordinary experiences anyone can have in an art museum. The range of Dali's work that is exhibited is impressive. His work is so detailed and this collection is so large, that if you really want to enjoy this museum you should take a guided tour so that you do not miss out on any little, yet interesting details and you should be willing to spend around four hours or more to wander around by yourself. Many people wait in line for hours, but the best advice I can give for visitors is to buy the guided tour. It is about twenty euros per person and they not only give you a guided tour of the museum, but a tour of the town where Dali grew up! This was the best part! They take you to see where he grew up and if you go you will learn the secret of the grasshopper and get to see it yourself.....","positive","positive",5,3
1260,"rn150267899","piaHongKong","hong kong","278 reviews","The best thing in figueres!",5,"2013-01-22","If you love Dali, it's a must to go! The design of the museum is very unique, completely different from others!",126,"The best thing in figueres!. If you love Dali, it's a must to go! The design of the museum is very unique, completely different from others!","positive","positive",4,0
1261,"rn150101660","snowcat84","Malaga, Spain","83 reviews","Best and most interesting art museum I've ever been to",5,"2013-01-20","I absolutely loved the Dali museum. We went a few years ago and spent a couple of days in the area. This was definitely a highlight. The museum boasts a massive amount of Dali's art and also contains sculptures and cool things like Al Capone's car. The art on display is awesome including my favourite a 30 foot painting of Abe Lincon, that is made up of hundreds of mini paintings. Well worth a visit.",127,"Best and most interesting art museum I've ever been to. I absolutely loved the Dali museum. We went a few years ago and spent a couple of days in the area. This was definitely a highlight. The museum boasts a massive amount of Dali's art and also contains sculptures and cool things like Al Capone's car. The art on display is awesome including my favourite a 30 foot painting of Abe Lincon, that is made up of hundreds of mini paintings. Well worth a visit.","positive","positive",5,2
1262,"rn150083269","LeMondeEnSolo","Montreal, Canada","16 reviews","A great place to discover an artist",5,"2013-01-20","There is more about Dali than megalomania and you get an education if you visit this museum. I went with a guided tour from Barcelona (one-day excursion) and fantastic guide-driver Ana of the agency Explore Barcelona. Highly recommended.",127,"A great place to discover an artist. There is more about Dali than megalomania and you get an education if you visit this museum. I went with a guided tour from Barcelona (one-day excursion) and fantastic guide-driver Ana of the agency Explore Barcelona. Highly recommended.","positive","positive",3,1
1263,"rn149800259","RayRuddickTours","London","27 reviews","Salvador, you've left your mark!",4,"2013-01-16","If you are anywhere near Figueres in North-Eastern Spain, just a few miles from the border with France, take a couple of hours off and treat yourself to an amazing experience.<br><br>Dali became a recluse after the death of his beloved wife, Gala, and spent his last years holed up in this former theatre, working as much as failg health allowed to put his distinctive mark on it and to leave hsi own unique legacy.<br><br>Love him or hate him, you'll have to admit that Dali's painterly craftsmanship was up there with the greatest. <br><br>He admired Velazquez, Vermeer and Raphael above all, stating that he could never reach their level, yet in some of his religious works especially, he is very, very close to their level of perfection. However, it is the desert scenes, magical light, the black Cadillac or the melting clocks which will probably be remembered best, for better or worse. <br><br>Dali's museum certainly shows us that whilst as an artist his advance of surrealism made his fame, his sheer ability with a paint brush meant that he was destined to leave his mark in just as real a way as that of any of his predecessors.",127,"Salvador, you've left your mark!. If you are anywhere near Figueres in North-Eastern Spain, just a few miles from the border with France, take a couple of hours off and treat yourself to an amazing experience.  Dali became a recluse after the death of his beloved wife, Gala, and spent his last years holed up in this former theatre, working as much as failg health allowed to put his distinctive mark on it and to leave hsi own unique legacy.  Love him or hate him, you'll have to admit that Dali's painterly craftsmanship was up there with the greatest.   He admired Velazquez, Vermeer and Raphael above all, stating that he could never reach their level, yet in some of his religious works especially, he is very, very close to their level of perfection. However, it is the desert scenes, magical light, the black Cadillac or the melting clocks which will probably be remembered best, for better or worse.   Dali's museum certainly shows us that whilst as an artist his advance of surrealism made his fame, his sheer ability with a paint brush meant that he was destined to leave his mark in just as real a way as that of any of his predecessors.","positive","negative",1,3
1264,"rn149647785","kilkerrin","galway","1 review","Must see",5,"2013-01-14","This is a museum which is very interesting and a place where I would bring children. I was there in November and could not believe the queues. Make sure to see the Abraham Lincon picture and also the May West Room. He is an amazing artist - engineer",127,"Must see. This is a museum which is very interesting and a place where I would bring children. I was there in November and could not believe the queues. Make sure to see the Abraham Lincon picture and also the May West Room. He is an amazing artist - engineer","positive","positive",2,1
1265,"rn149525970","pueho126","middletown","82 reviews","Crowded",4,"2013-01-12","It was so packed with tourists one could not even stop and take in the art. My husband has wanted to do the three pack since he can remember and we were disappointed by how many people were let in at one time. Tour buses full, hundreds all let in at once! Everyone was pushing and shoving and rushing through like they had to get somewhere else and fast. Hardly room to breath. We heard a lot of insults from uninformed people about Dali and his work. Seriously, it's sad but it seems like a money trap to me. We wish we could have really taken in the true masters work. We did make it to the other two houses and it was well worth it! Much more relaxed and enjoyable. If you are a true Dali lover go to Pubol and Port......if you go here prepare for the crowds.",127,"Crowded. It was so packed with tourists one could not even stop and take in the art. My husband has wanted to do the three pack since he can remember and we were disappointed by how many people were let in at one time. Tour buses full, hundreds all let in at once! Everyone was pushing and shoving and rushing through like they had to get somewhere else and fast. Hardly room to breath. We heard a lot of insults from uninformed people about Dali and his work. Seriously, it's sad but it seems like a money trap to me. We wish we could have really taken in the true masters work. We did make it to the other two houses and it was well worth it! Much more relaxed and enjoyable. If you are a true Dali lover go to Pubol and Port......if you go here prepare for the crowds.","positive","negative",2,8
1266,"rn149412224","Agile13","Moscow, Russia","27 reviews","Great place to visit!! Recommend",5,"2013-01-11","Outside and inside theatre - museum is great, although very crowded with tourists((( especially in summer time. Advice to visit in early morning hours, because most of the groups arrive after 12:00. Also if you don't know anything about Dali and you are a solo tourists (without group) buy a guide before visiting (right after buying tickets), it is available on many languages. There is a detailed description of many paintings - very interesting details can be found :)",127,"Great place to visit!! Recommend. Outside and inside theatre - museum is great, although very crowded with tourists((( especially in summer time. Advice to visit in early morning hours, because most of the groups arrive after 12:00. Also if you don't know anything about Dali and you are a solo tourists (without group) buy a guide before visiting (right after buying tickets), it is available on many languages. There is a detailed description of many paintings - very interesting details can be found :)","positive","positive",3,2
1267,"rn149408978","ioanna k","heraklion","52 reviews","excellent place to go",5,"2013-01-11","this place goes out of your fantasy.if you visit Barcelone its preferable to rent a car to go to figueres and to other two villages where Dali lived.Its an unique opportunity to see hundreds of masterpieces together.<br>I recommend this excurtion with all my hart.",127,"excellent place to go. this place goes out of your fantasy.if you visit Barcelone its preferable to rent a car to go to figueres and to other two villages where Dali lived.Its an unique opportunity to see hundreds of masterpieces together. I recommend this excurtion with all my hart.","positive","positive",3,1
1268,"rn149271552","558winnie","London, United Kingdom","201 reviews","A must see",5,"2013-01-09","Even though this musuem is quite far from central Barcelona at least 1 hour and 30 mins on the train (if you get the regional train 2 hours). <br><br>We got the train from passeig Gracia (this station beware you cannot get to via the metro station). The train station entrance is pass casa mila! Return ticket from Barcelona to Figueres is 30 euros, but the admission fee to the musuem in only 12 euros. <br><br>The trains run roughly every hour, so be careful not to get caught out. You need the train from Barcelona which goes to Portbou, this train will stop at Figueres. <br><br>Once you leave the station follow the signs which say musuem and gradully you will find the musuem, its meant to onlybe a 10 min walk from the station for us it was more of a 15-20min. So might be best to get directions from the tourist info stand inside the train station. <br><br>The musuem is great contains lots of quirky stuff, you will need at least half a day in Figueres but definately worth a visit.",127,"A must see. Even though this musuem is quite far from central Barcelona at least 1 hour and 30 mins on the train (if you get the regional train 2 hours).   We got the train from passeig Gracia (this station beware you cannot get to via the metro station). The train station entrance is pass casa mila! Return ticket from Barcelona to Figueres is 30 euros, but the admission fee to the musuem in only 12 euros.   The trains run roughly every hour, so be careful not to get caught out. You need the train from Barcelona which goes to Portbou, this train will stop at Figueres.   Once you leave the station follow the signs which say musuem and gradully you will find the musuem, its meant to onlybe a 10 min walk from the station for us it was more of a 15-20min. So might be best to get directions from the tourist info stand inside the train station.   The musuem is great contains lots of quirky stuff, you will need at least half a day in Figueres but definately worth a visit.","positive","negative",1,7
1269,"rn148904675","vaughan w","london","137 reviews","fascinating",5,"2013-01-05","My wife and I and two friends decided to drive down from France where we were staying for New Year (about 40 min drive). None of us are artists, nor are we particularly keen on art; however we all thoroughly enjoyed this experience (as well as a nice lunch in the sunshine in December at a restaurant near the ""Ramblas"" about 5 min walk away). <br>The experience starts as you queue outside (less than 10 minutes) when you notice bizarre art on and around the building. You go inside and then into an outdoor courtyard to be met by a full size car, raining on the inside. Once you have worked out the number system of the various galleries (1 - 22 I think) you can then follow the pathways round, stairs up and down etc This really adds to the experience as each room is done differently. There is so much art that although we took about 2 hours, we felt we could easily have spent a lot longer. There is also the usual shop at the end if you want to buy some Dali on a t-shirt, mug, poster etc. Overall, if I was an artist or really into art, I would absolutely love this place. I am not, yet I still thought it was absolutely fantastic and a highlight of our holiday.",127,"fascinating. My wife and I and two friends decided to drive down from France where we were staying for New Year (about 40 min drive). None of us are artists, nor are we particularly keen on art; however we all thoroughly enjoyed this experience (as well as a nice lunch in the sunshine in December at a restaurant near the  Ramblas  about 5 min walk away).  The experience starts as you queue outside (less than 10 minutes) when you notice bizarre art on and around the building. You go inside and then into an outdoor courtyard to be met by a full size car, raining on the inside. Once you have worked out the number system of the various galleries (1 - 22 I think) you can then follow the pathways round, stairs up and down etc This really adds to the experience as each room is done differently. There is so much art that although we took about 2 hours, we felt we could easily have spent a lot longer. There is also the usual shop at the end if you want to buy some Dali on a t-shirt, mug, poster etc. Overall, if I was an artist or really into art, I would absolutely love this place. I am not, yet I still thought it was absolutely fantastic and a highlight of our holiday.","positive","positive",5,3
1270,"rn148373568","KHA8","","176 reviews","Great museum",5,"2012-12-30","If you have any interest in Dali, this is worth a trip from Barcelona. In addition to the art, there is a wonderful display of jewelery.",127,"Great museum. If you have any interest in Dali, this is worth a trip from Barcelona. In addition to the art, there is a wonderful display of jewelery.","positive","positive",3,0
1271,"rn147658085","C M","London, United Kingdom","3 reviews","So much to see !",4,"2012-12-18","Plenty of famous Dali works. Don't go in the afternoon like we did - far too crowded, probably worth paying the extra for the night time trip.",128,"So much to see !. Plenty of famous Dali works. Don't go in the afternoon like we did - far too crowded, probably worth paying the extra for the night time trip.","positive","positive",2,1
1272,"rn147310262","Rach_444","Cape Town Central, South Africa","35 reviews","A fantastic way to spend half a day",5,"2012-12-12","Figueras is an easy train ride from Barcelona and even if your a luke warm fan, the Dali Theatre Museum is well worth the trip. It contains many pieces of his art works, art works that he owned and works of the current curator. But it's the way the works are displayed in multi-level gallery - that twists and turns - that adds to the amazing experience.",128,"A fantastic way to spend half a day. Figueras is an easy train ride from Barcelona and even if your a luke warm fan, the Dali Theatre Museum is well worth the trip. It contains many pieces of his art works, art works that he owned and works of the current curator. But it's the way the works are displayed in multi-level gallery - that twists and turns - that adds to the amazing experience.","positive","positive",7,0
1273,"rn147198872","Maria M","Krasnodar, Russia","132 reviews","Amazing!",5,"2012-12-11","I`ve always liked works of Dali and after visiting this museum I`ve started to understand what Dali had wanted to say to us.It`s easy to find this museum, when you arrive at train station. There are discounts for students. All pictures and installations are very interesting, it`s worth visiting this place.",128,"Amazing!. I`ve always liked works of Dali and after visiting this museum I`ve started to understand what Dali had wanted to say to us.It`s easy to find this museum, when you arrive at train station. There are discounts for students. All pictures and installations are very interesting, it`s worth visiting this place.","positive","positive",3,0
1274,"rn147041140","Bluesphynx","Singapore","175 reviews","Curioser and curioser!",4,"2012-12-09","Determined to visit Dali's museum in his birthplace after attending the Singapore exhibition of his works a few months ago, I was absolutely exhilarated by the experience. To be greeted by the whimsical orange building with the huge eggs on top was just stupendous. It was to be teased by the mustache-twirling master of illusion, delusion and ""pull the rug under your feet"" maestro on every floor and corner as you turn, from the huge Cadillac in the grounds above which the inflated Hindu goddess floated (jeering reminder of materialism as the ultimate god?) to the Mae West chamber where the iconic bloated red lips remind you that Andy Warhol is only his most successful successor, to the portraits of women composed of blocks of stone (we are only matter in the universe in spite of all sensual embellishments), Dali pulls tricks from behind every curtain. Most poignant of all were the sketches of himself and Gaia in sailor suits innocent children on the seashore, pristine and as yet unexposed to the corruption of the world.<br>Stairs can be intimidating if you don't like climbing, and some parts (esp jewelry section) too dimly-lit for those not so sure of their footing. A lot of corners to turn, which I suppose add to the atmosphere of the uncanny and unexpected.<br> Figueres itself is a charming town, full of dear little cafes and lively eating places, shops selling clothes, shoes and nice watches, not just the melting-watch kind, perfect for souvenir hunters. Very negotiable as most roads radiate from the central Ramblas. Catch a 2 hr bus to Barcelona from the bus station which has a little shop selling the best kebab I ever tasted outside of Berlin and Turkey at a modest 4 euros! Be warned though that the public toilet there can be used only with a 0.50 euro coin!",128,"Curioser and curioser!. Determined to visit Dali's museum in his birthplace after attending the Singapore exhibition of his works a few months ago, I was absolutely exhilarated by the experience. To be greeted by the whimsical orange building with the huge eggs on top was just stupendous. It was to be teased by the mustache-twirling master of illusion, delusion and  pull the rug under your feet  maestro on every floor and corner as you turn, from the huge Cadillac in the grounds above which the inflated Hindu goddess floated (jeering reminder of materialism as the ultimate god?) to the Mae West chamber where the iconic bloated red lips remind you that Andy Warhol is only his most successful successor, to the portraits of women composed of blocks of stone (we are only matter in the universe in spite of all sensual embellishments), Dali pulls tricks from behind every curtain. Most poignant of all were the sketches of himself and Gaia in sailor suits innocent children on the seashore, pristine and as yet unexposed to the corruption of the world. Stairs can be intimidating if you don't like climbing, and some parts (esp jewelry section) too dimly-lit for those not so sure of their footing. A lot of corners to turn, which I suppose add to the atmosphere of the uncanny and unexpected.  Figueres itself is a charming town, full of dear little cafes and lively eating places, shops selling clothes, shoes and nice watches, not just the melting-watch kind, perfect for souvenir hunters. Very negotiable as most roads radiate from the central Ramblas. Catch a 2 hr bus to Barcelona from the bus station which has a little shop selling the best kebab I ever tasted outside of Berlin and Turkey at a modest 4 euros! Be warned though that the public toilet there can be used only with a 0.50 euro coin!","positive","negative",4,9
1275,"rn146489745","lovetotravel727","River Edge, New Jersey","32 reviews","Dali Museum",5,"2012-11-30","The trip to Figueres is an easy train ride from Barcelona less than 2hours. There are signs to the museum 15-20 minute walk. The museum was fantastic, you didn't know what to expect as you entered each area. Even if his art is not to your liking, it is a fun ,interesting experience. Take your time to enjoy it. Good day trip if you have extra time.",128,"Dali Museum. The trip to Figueres is an easy train ride from Barcelona less than 2hours. There are signs to the museum 15-20 minute walk. The museum was fantastic, you didn't know what to expect as you entered each area. Even if his art is not to your liking, it is a fun ,interesting experience. Take your time to enjoy it. Good day trip if you have extra time.","positive","positive",5,2
1276,"rn146212348","Roger M","Scottsdale, Arizona","43 reviews","4 hours well spent",4,"2012-11-26","I just returned from a European acation and I want to tell you about the Dali Museum in Figueres.<br><br>We parked at the train station in Figueres and walked to the attraction in only 20 minutes. Just follow the signs or ask a local for directions. <br><br>We took our time and spent about 4 hours taking in all of the sights there re to see. I recommend reading a little about the museum before you go to familiarize t\yourself with what to expect to see, such as the Mae West room at the top of the building which some people missed because they did not know about it or its location. It is also nice to know that you can put small coins into things like the Cadillac car and make it rain! Dali was quite an entertainer and his personality shows right through here at his museum and also his final esting place which you will see! Have fun, that it what the man wanted....",128,"4 hours well spent. I just returned from a European acation and I want to tell you about the Dali Museum in Figueres.  We parked at the train station in Figueres and walked to the attraction in only 20 minutes. Just follow the signs or ask a local for directions.   We took our time and spent about 4 hours taking in all of the sights there re to see. I recommend reading a little about the museum before you go to familiarize t\yourself with what to expect to see, such as the Mae West room at the top of the building which some people missed because they did not know about it or its location. It is also nice to know that you can put small coins into things like the Cadillac car and make it rain! Dali was quite an entertainer and his personality shows right through here at his museum and also his final esting place which you will see! Have fun, that it what the man wanted....","positive","positive",5,4
1277,"rn145668768","buffysox","Dover, England, United Kingdom","24 reviews","amazing",5,"2012-11-18","you need time.. everything is so fantastic, even things you might not like. The jewels section was breathtaking, even the copies in the shop were super.",128,"amazing. you need time.. everything is so fantastic, even things you might not like. The jewels section was breathtaking, even the copies in the shop were super.","positive","positive",3,0
1278,"rn145605784","muratyolsal","Istanbul, Turkey","82 reviews","Genius Dali",5,"2012-11-17","I visited Barcelona and made a daily trip to Figueres to visit famous Dali museum. It was fantastic. I'm convinced that Dali was a genius. You must certainly visit there!",128,"Genius Dali. I visited Barcelona and made a daily trip to Figueres to visit famous Dali museum. It was fantastic. I'm convinced that Dali was a genius. You must certainly visit there!","positive","neutral",2,2
1279,"rn145151103","doofvfood","Manchester, United Kingdom","405 reviews","Must-see!",5,"2012-11-11","Went to the Dali museum in Figueres when travelling in Costa Brava. It definitely is something not to be missed when in the region, esp if you're a fan of Dali. The building itself is amazing from the outside - the eggs and bread rolls gives an indication of the whacky-ness and quirkiness inside. We went there early in the morning, so didn't have to wait too long for tickets but there was already a sizeable crowd. There is a floor plan which gives a brief description of the significant art work (not just Dali's but those of other artists) housed in the building, though it does say that visitors don't have to follow the rooms round by the numbers. I was struck by how versatile Dali's work was and it really was a weird and wonderful world in the museum. It definitely gave a sense of the bizarre world of Dali and the amazing imagination in his work. I didn't find the entrance fee steep considering the amount of work to appreciate and mull over, also having been to Barcelona, we were used to having to pay even more for Gaudi's buildings. We spent about 2 hours there including a visit to the Jewels section. Figueres itself is a pretty town and worth spending some time in. Definitely recommended!!",128,"Must-see!. Went to the Dali museum in Figueres when travelling in Costa Brava. It definitely is something not to be missed when in the region, esp if you're a fan of Dali. The building itself is amazing from the outside - the eggs and bread rolls gives an indication of the whacky-ness and quirkiness inside. We went there early in the morning, so didn't have to wait too long for tickets but there was already a sizeable crowd. There is a floor plan which gives a brief description of the significant art work (not just Dali's but those of other artists) housed in the building, though it does say that visitors don't have to follow the rooms round by the numbers. I was struck by how versatile Dali's work was and it really was a weird and wonderful world in the museum. It definitely gave a sense of the bizarre world of Dali and the amazing imagination in his work. I didn't find the entrance fee steep considering the amount of work to appreciate and mull over, also having been to Barcelona, we were used to having to pay even more for Gaudi's buildings. We spent about 2 hours there including a visit to the Jewels section. Figueres itself is a pretty town and worth spending some time in. Definitely recommended!!","positive","positive",8,5
1280,"rn144936891","ThePurpleScorpion","Chorley, United Kingdom","78 reviews","Very tiring!",4,"2012-11-08","No trip to Figueres would be complete without a visit to this museum. Make sure you pick up a map of the museum on the way in and this will guide you around the 22 rooms (yes 22). You are free to wander around but as there is so much to see you are best advised to follow the numbers on the map. <br><br>You are free to take photos in most of the rooms as long as you don' t use flash.<br><br>Well worth a visit but be prepared as it's quite tiring and at 12 Euros each we felt it was a little expensive.",128,"Very tiring!. No trip to Figueres would be complete without a visit to this museum. Make sure you pick up a map of the museum on the way in and this will guide you around the 22 rooms (yes 22). You are free to wander around but as there is so much to see you are best advised to follow the numbers on the map.   You are free to take photos in most of the rooms as long as you don' t use flash.  Well worth a visit but be prepared as it's quite tiring and at 12 Euros each we felt it was a little expensive.","positive","negative",1,3
1281,"rn144837191","GulsenDemiroz","Istanbul, Turkey","49 reviews","Must see",4,"2012-11-07","If you visit Spain and like Dali, this museaum is where he and his wife Gala lived, so a must see!<br><br>Dalí was a skilled draftsman, best known for the striking and bizarre images in his surrealist work. His painterly skills are often attributed to the influence of Renaissance masters.[1][2] His best-known work, The Persistence of Memory, was completed in 1931. Dalí's expansive artistic repertoire included film, sculpture, and photography, in collaboration with a range of artists in a variety of media.<br><br>Dalí attributed his ""love of everything that is gilded and excessive, my passion for luxury and my love of oriental clothes""[3] to a self-styled ""Arab lineage"", claiming that his ancestors were descended from the Moors.<br><br>Dalí was highly imaginative, and also enjoyed indulging in unusual and grandiose behavior. His eccentric manner and attention-grabbing public actions sometimes drew more attention than his artwork, to the dismay of those who held his work in high esteem, and to the irritation of his critics.[4]",129,"Must see. If you visit Spain and like Dali, this museaum is where he and his wife Gala lived, so a must see!  Dalí was a skilled draftsman, best known for the striking and bizarre images in his surrealist work. His painterly skills are often attributed to the influence of Renaissance masters.[1][2] His best-known work, The Persistence of Memory, was completed in 1931. Dalí's expansive artistic repertoire included film, sculpture, and photography, in collaboration with a range of artists in a variety of media.  Dalí attributed his  love of everything that is gilded and excessive, my passion for luxury and my love of oriental clothes [3] to a self-styled  Arab lineage , claiming that his ancestors were descended from the Moors.  Dalí was highly imaginative, and also enjoyed indulging in unusual and grandiose behavior. His eccentric manner and attention-grabbing public actions sometimes drew more attention than his artwork, to the dismay of those who held his work in high esteem, and to the irritation of his critics.[4]","positive","positive",5,4
