"id","username","location","quote","rating","date","reviewnospace","page","titleopinion","SentimentValue","SentimentCore","pos","neg"
"rn122767445","IthacaNancy","Ithaca, NY","Worth a Visit",5,"2012-01-08","The audio guide was very helpful in getting oriented and knowing more about the exhibits, which like much contemporary art, seems to take some time to warm up to. I'm glad when I can appreciate one piece in the museum, given the very intellectual nature of most contemporary art - it seems to take lots of words to make me 'understand' it, and even then it's much easier to just walk away from it than it is to appreciate it. <br>The building is interesting. My husband felt the art work was just an accessory to the building (and as a stone mason and contractor he has some serious concerns about the technique and longevity of the construction work done there). I thought the work was nicely displayed and that things worked together well. <br>We ate at the 'most expensive, expensive museum restaurant' (in the words of the information desk staff) and we are so glad we did! The atmosphere was wonderful - restful but engaging. While we were dining the chef received notice that he had won his first Michelin star. There was great rejoicing from the kitchen and we were treated to champaign and a visit from the chef. It was a very memorable, and tasty dinner!",390,"Worth a Visit. The audio guide was very helpful in getting oriented and knowing more about the exhibits, which like much contemporary art, seems to take some time to warm up to. I'm glad when I can appreciate one piece in the museum, given the very intellectual nature of most contemporary art - it seems to take lots of words to make me 'understand' it, and even then it's much easier to just walk away from it than it is to appreciate it.  The building is interesting. My husband felt the art work was just an accessory to the building (and as a stone mason and contractor he has some serious concerns about the technique and longevity of the construction work done there). I thought the work was nicely displayed and that things worked together well.  We ate at the 'most expensive, expensive museum restaurant' (in the words of the information desk staff) and we are so glad we did! The atmosphere was wonderful - restful but engaging. While we were dining the chef received notice that he had won his first Michelin star. There was great rejoicing from the kitchen and we were treated to champaign and a visit from the chef. It was a very memorable, and tasty dinner!","positive","positive",8,4
"rn122712388","AnonimoTurin","Bruges, Belgium","Great Museum inside and outside",5,"2012-01-07","I've always dreamed of visiting Guggenheim museum and I feared a disappointment...... but NO, the museum is great! I kindly suggest to visit the permanent exposition of Richard Serra, a genius of the steel. Also the outside of the museum is very fascinating. I suggest to see it during the day for nice pictures.",390,"Great Museum inside and outside. I've always dreamed of visiting Guggenheim museum and I feared a disappointment...... but NO, the museum is great! I kindly suggest to visit the permanent exposition of Richard Serra, a genius of the steel. Also the outside of the museum is very fascinating. I suggest to see it during the day for nice pictures.","positive","positive",4,3
"rn122582938","Epices6","unknown","a monument to modern architecture",5,"2012-01-05","Frank Gehry's audacious and much celebrated building for the Guggenheim Museum in Bilbao is often given credit for the economic revival of that city. Be that as it may, the building itself is nothing less than spectacular, from the design to the materials used to make Gehry's vision a reality (the architect himself is said to have been surprised by what emerged from his plans). <br><br>The museum hold many great modern paintings, especially from Spanish artists but the most wonderful thing about a visit is the fact that Richard Serra's monumental tilted arches and his huge work ""Snake"" have found a permanent and beautiful home in Bilbao.",390,"a monument to modern architecture. Frank Gehry's audacious and much celebrated building for the Guggenheim Museum in Bilbao is often given credit for the economic revival of that city. Be that as it may, the building itself is nothing less than spectacular, from the design to the materials used to make Gehry's vision a reality (the architect himself is said to have been surprised by what emerged from his plans).   The museum hold many great modern paintings, especially from Spanish artists but the most wonderful thing about a visit is the fact that Richard Serra's monumental tilted arches and his huge work  Snake  have found a permanent and beautiful home in Bilbao.","positive","negative",1,2
"rn122447239","ricdyin","London, United Kingdom","The building itself is the main attraction",4,"2012-01-03","After admiring the museum from outside, I went inside to see what other views I could get. The audio guide explains what Frank Gehry wanted to do with its shapes and materials. The interior is also amazing to look at, but I wasn't impressed by the art works and installations. Yes, they have one or two interesting works around, but that was all for me.",391,"The building itself is the main attraction. After admiring the museum from outside, I went inside to see what other views I could get. The audio guide explains what Frank Gehry wanted to do with its shapes and materials. The interior is also amazing to look at, but I wasn't impressed by the art works and installations. Yes, they have one or two interesting works around, but that was all for me.","positive","positive",2,1
"rn122389763","Shellyg53","Chelmno, Poland","Astonishing",5,"2012-01-02","Spent 4 days in Bilbao , beautiful city with friendly people. My main reason to visit was to go to The Guggenheim , its an incredible building housing an amazing art collection, allow a few days to visit. Bilbao has an amazing public transport system easy to use.",391,"Astonishing. Spent 4 days in Bilbao , beautiful city with friendly people. My main reason to visit was to go to The Guggenheim , its an incredible building housing an amazing art collection, allow a few days to visit. Bilbao has an amazing public transport system easy to use.","positive","positive",5,0
"rn122299125","Lorea M","London, United Kingdom","Unique building!",5,"2011-12-30","It's a unique building with unique expositions. The sorroundings, now, are amazing too. And the food of the city is the perfect match!",391,"Unique building!. It's a unique building with unique expositions. The sorroundings, now, are amazing too. And the food of the city is the perfect match!","positive","positive",3,0
"rn122294366","Vicky R","Parker, Colorado","Guggenheim museum in Bilbao",4,"2011-12-30","The Guggenheim is a beautiful building in and out, but the exhibits inside the museum were not interested, very dull",391,"Guggenheim museum in Bilbao. The Guggenheim is a beautiful building in and out, but the exhibits inside the museum were not interested, very dull","positive","negative",0,2
"rn122244393","rrhbend","Bend, Oregon","Most amazing building inside and out. Ever.",5,"2011-12-29","Put this on you bucket list now! Exhibits are a bonus. The building is the star.",391,"Most amazing building inside and out. Ever.. Put this on you bucket list now! Exhibits are a bonus. The building is the star.","positive","positive",2,0
"rn122216196","Rob G","Vancouver, Canada","A 21st century pilgrimage destination",5,"2011-12-29","If you have any interest in architecture, you will enjoy a visit to Bilbao and this iconic museum. It is not often to find a contemporary work of architecture that has mass and critical appeal. The siting on the river and views of and from the city of Bilbao make this an outstanding work of urban design.",391,"A 21st century pilgrimage destination. If you have any interest in architecture, you will enjoy a visit to Bilbao and this iconic museum. It is not often to find a contemporary work of architecture that has mass and critical appeal. The siting on the river and views of and from the city of Bilbao make this an outstanding work of urban design.","positive","positive",2,1
"rn122180430","fiona h","Cambridge, United Kingdom","far out",5,"2011-12-28","Love this! <br>My friend lives here with her family, and we just wanted to see the building, and like a glistening piece of far-outer space rock that landed on earth - it's got a strange pulling power, quite brilliant and mysterious, incongruous with Bilbao which by my friend's account is a bit conservative.<br>Go through the main entrance - (unless there are exhibitions you fancy - don't pay) - just have a look above you at the tones created by the geometry and curves of it, that's enough, it's an artwork in itself.<br>When we went in October we enjoyed the added trippiness of Jeff Koons giant flower ""puppy"" sitting there at the entrance like a surreal guard-dog. I think it's there 'til early 2012.",391,"far out. Love this!  My friend lives here with her family, and we just wanted to see the building, and like a glistening piece of far-outer space rock that landed on earth - it's got a strange pulling power, quite brilliant and mysterious, incongruous with Bilbao which by my friend's account is a bit conservative. Go through the main entrance - (unless there are exhibitions you fancy - don't pay) - just have a look above you at the tones created by the geometry and curves of it, that's enough, it's an artwork in itself. When we went in October we enjoyed the added trippiness of Jeff Koons giant flower  puppy  sitting there at the entrance like a surreal guard-dog. I think it's there 'til early 2012.","positive","positive",4,0
"rn122045443","Windy D","Norway","Go for the architecture!",5,"2011-12-23","If you see nothing else in Bilbao, come to this museum. If nothing else the stunning building is a must see. The exhibtions vary although there is a permanent collection.",391,"Go for the architecture!. If you see nothing else in Bilbao, come to this museum. If nothing else the stunning building is a must see. The exhibtions vary although there is a permanent collection.","positive","neutral",1,1
"rn121857024","Amy C","unknown","Very interesting",5,"2011-12-18","Worth the visit. The different installations are great.",391,"Very interesting. Worth the visit. The different installations are great.","positive","positive",3,0
"rn121825655","Dutch-Mikey","Normandy, France","Incredible building",5,"2011-12-17","Even if art is not your thing, the building will get your attention.",392,"Incredible building. Even if art is not your thing, the building will get your attention.","positive","negative",0,1
"rn121426077","SoEndBear","Boston, Massachusetts","Spectacular",5,"2011-12-05","I don't know what kind of chemicals Frank Gehry might have been on when he designed the Bilbao Guggenheim but my God they were all the right ones ....this building is stunning and spectacular and overwhelming and breathtaking and awe inspiring and damn I could go on forever ...all you've ever read or heard or seen in pictures about the Guggenheim pale in comparison to the real thing ....book your flight to Bilbao today !",392,"Spectacular. I don't know what kind of chemicals Frank Gehry might have been on when he designed the Bilbao Guggenheim but my God they were all the right ones ....this building is stunning and spectacular and overwhelming and breathtaking and awe inspiring and damn I could go on forever ...all you've ever read or heard or seen in pictures about the Guggenheim pale in comparison to the real thing ....book your flight to Bilbao today !","positive","positive",2,0
"rn121366618","navahNewYorkCity","New York City","Amazing !",5,"2011-12-03","We crossed the river on the lovely footbridge near our hotel. As we approached the museum we were struck by its majesty.The play of light on the titanium which covers it is just lovely. shadows and light !<br>You get an audio guide with your entrance fee which is excellent.We spent many hours more than we anticipated , touring the galleries, looking down at the Richard Serra room from above. Make sure to watch the video by Serra discussing his work.We took a coffee break with delicious anchove and ratatouille tapas and sat in the outdoor cafe.Not overpriced and very much appreciated . We needed to rest before continuing on our tour of galleries. There is also an audio guide to the outdoor grounds which we took after completing our time indoors. also, free with your admission price.<br></p>",392,"Amazing !. We crossed the river on the lovely footbridge near our hotel. As we approached the museum we were struck by its majesty.The play of light on the titanium which covers it is just lovely. shadows and light ! You get an audio guide with your entrance fee which is excellent.We spent many hours more than we anticipated , touring the galleries, looking down at the Richard Serra room from above. Make sure to watch the video by Serra discussing his work.We took a coffee break with delicious anchove and ratatouille tapas and sat in the outdoor cafe.Not overpriced and very much appreciated . We needed to rest before continuing on our tour of galleries. There is also an audio guide to the outdoor grounds which we took after completing our time indoors. also, free with your admission price.  ","positive","negative",2,5
"rn121250668","ddhockey","Madison, New Jersey","Definitely a site to see",4,"2011-11-30","Super modern - wonderfully situated - don't miss a tour or at the very least a trip AROUND this masterpiece",392,"Definitely a site to see. Super modern - wonderfully situated - don't miss a tour or at the very least a trip AROUND this masterpiece","positive","positive",1,0
"rn121208473","Tim H","Atlanta, Georgia","Go for the building.",4,"2011-11-29","Building is amazing, but the artwork is so-so. Most people go for the building anyway. Cafe serves wonderful pintxos.",392,"Go for the building.. Building is amazing, but the artwork is so-so. Most people go for the building anyway. Cafe serves wonderful pintxos.","positive","positive",2,0
"rn121187120","TuiHel","Helsinki, Finland","a must in Bilbao",5,"2011-11-29","the building itself is impressive, also the massive steel artwork inside are worth to see",392,"a must in Bilbao. the building itself is impressive, also the massive steel artwork inside are worth to see","positive","positive",1,0
"rn121118324","Kris S","Stuttgart","Fascinating building, interesting collection",4,"2011-11-28","I found the Frank Gehry building the best part of visiting this museum - the building is an absolute showpiece - but the collection was very, very interesting as well, provocative and fun. Worth the trip in itself.",392,"Fascinating building, interesting collection. I found the Frank Gehry building the best part of visiting this museum - the building is an absolute showpiece - but the collection was very, very interesting as well, provocative and fun. Worth the trip in itself.","positive","positive",2,1
"rn121008743","Marcus C","Santa Monica, California","interesting but too modern",4,"2011-11-25","Cool appearance but too modern for the family. I liked the Bellas Artes better",392,"interesting but too modern. Cool appearance but too modern for the family. I liked the Bellas Artes better","positive","negative",1,2
"rn120996418","TukoPomojaAustralia","Sydney, Australia","Amazing",5,"2011-11-24","This has to be the most amazing building ever. It shows a different face from every angle, inside and out. The collection is not really one of the greatest, but is thought-provoking. The bistro was a cheap and tasty lunch option. They give you a pass-out bracelet!",392,"Amazing. This has to be the most amazing building ever. It shows a different face from every angle, inside and out. The collection is not really one of the greatest, but is thought-provoking. The bistro was a cheap and tasty lunch option. They give you a pass-out bracelet!","positive","positive",5,1
"rn120839705","Rhea J","unknown","Great modern art.",4,"2011-11-20","The architecture alone is enough reason to visit. The museum is just the right size. Enough to keep you interested without killing your feet. If you are in Bilbao, you must visit.",392,"Great modern art.. The architecture alone is enough reason to visit. The museum is just the right size. Enough to keep you interested without killing your feet. If you are in Bilbao, you must visit.","positive","negative",1,2
"rn120828427","megamum35","Milton keynes","Gugenheim museum Bilbao",4,"2011-11-20","Awe inspiring building, what a wonderful space for the exhibits. Richard Serra's a matter of time is well worth the visit although it di make me feel a little disorientated. Had a great day",393,"Gugenheim museum Bilbao. Awe inspiring building, what a wonderful space for the exhibits. Richard Serra's a matter of time is well worth the visit although it di make me feel a little disorientated. Had a great day","positive","positive",3,1
"rn120772079","YM C","Bonita Springs, Florida","Architectural Gem",5,"2011-11-19","The trip to this museum is worth it just to see the building itself, then you go in to find all kinds of interesting contemporary exhibits. Beautifully located in a park-like atmosphere, with sculptures around the building, not the least of which is a gigantic dog made of flowers, a nice outdoor cafe, and free wi-fi. Not to be missed.",393,"Architectural Gem. The trip to this museum is worth it just to see the building itself, then you go in to find all kinds of interesting contemporary exhibits. Beautifully located in a park-like atmosphere, with sculptures around the building, not the least of which is a gigantic dog made of flowers, a nice outdoor cafe, and free wi-fi. Not to be missed.","positive","positive",3,0
"rn120737821","Ute S","Malaga, Spain","A must to see!",5,"2011-11-18","It was a great opportunity to visit one of the most interesting cities in Spain. Visiting the Guggenheim Museum; Love it or hate it, American architect Frank Gehry's controversial design for this contemporary art museum must be seen.",393,"A must to see!. It was a great opportunity to visit one of the most interesting cities in Spain. Visiting the Guggenheim Museum; Love it or hate it, American architect Frank Gehry's controversial design for this contemporary art museum must be seen.","positive","positive",2,1
"rn120699572","189elisabethw","London","Exceeded expectations",5,"2011-11-17","This museum is amazing - in fact it isn't only a museum, it told a story and show cased many artists work. Very impressive, set aside at least 2 hours to go through this amazing building. Very cool flower animal at the entrance, good shop and nice cafe upstairs.",393,"Exceeded expectations. This museum is amazing - in fact it isn't only a museum, it told a story and show cased many artists work. Very impressive, set aside at least 2 hours to go through this amazing building. Very cool flower animal at the entrance, good shop and nice cafe upstairs.","positive","positive",3,0
"rn120581202","yxy","Canada","be part of the conversation",5,"2011-11-14","An Iconic building that is definitively worth seen, make your own conclusions and be part of the conversation in architecture, urban regeneration and city branding. <br><br>The Richard Serra permanent collection is worth the trip in and on itself.",393,"be part of the conversation. An Iconic building that is definitively worth seen, make your own conclusions and be part of the conversation in architecture, urban regeneration and city branding.   The Richard Serra permanent collection is worth the trip in and on itself.","positive","positive",2,0
"rn120563988","agaram_venkatesh","Noida, India","Lovely Architecture",4,"2011-11-14","The construction and architecture is unique, the interior layout is also very good. Lots of important historical events have been presented inside. There are some galleries though which will distrub your sensibilities and not suitable for childrens viewing.",393,"Lovely Architecture. The construction and architecture is unique, the interior layout is also very good. Lots of important historical events have been presented inside. There are some galleries though which will distrub your sensibilities and not suitable for childrens viewing.","positive","positive",3,1
"rn120418634","Carmens_hubby","Madrid, Spain","Outside sometimes better than inside...",4,"2011-11-10","The building is absolutely wonderful, by day or night- the permanent collection perhaps not quite so good (in my opinion!). But we've been many times (my wife's from Bilbao), and some of the special exhibitions have been superb- from Chinese painting to BMW motorbikes... eclectic is the word. ""Puppy"" and ""Spider"" are both fun (and outside and free!).<br>It's probably worth checking to see what's on before you make a special trip from very far away to see it - but Bilbao has lots more to offer- the Bellas Artes Gallery just down the road is excellent, and the maritime museum is small but interesting. The Casco Viejo is very lively (particularly at weekends). Oh, and even the Metro is beautifully designed.",393,"Outside sometimes better than inside.... The building is absolutely wonderful, by day or night- the permanent collection perhaps not quite so good (in my opinion!). But we've been many times (my wife's from Bilbao), and some of the special exhibitions have been superb- from Chinese painting to BMW motorbikes... eclectic is the word.  Puppy  and  Spider  are both fun (and outside and free!). It's probably worth checking to see what's on before you make a special trip from very far away to see it - but Bilbao has lots more to offer- the Bellas Artes Gallery just down the road is excellent, and the maritime museum is small but interesting. The Casco Viejo is very lively (particularly at weekends). Oh, and even the Metro is beautifully designed.","positive","positive",6,0
"rn120263330","Suzi46","Sunderland, United Kingdom","Stunning!",5,"2011-11-07","Normally modern art would not be our first choice but the magnificent Guggenheim building draws you in! The building itself is breathtaking outside and in! The artwork is also strangely attractive especially the large pieces. The surrounding area with its outdoor sculpture are also well worth taking the time to explore.",393,"Stunning!. Normally modern art would not be our first choice but the magnificent Guggenheim building draws you in! The building itself is breathtaking outside and in! The artwork is also strangely attractive especially the large pieces. The surrounding area with its outdoor sculpture are also well worth taking the time to explore.","positive","positive",4,0
"rn120023007","WKOEHNE","unknown","The building is absolutely worth the trip",5,"2011-11-01","Rarely I was so amazed by a modern building inserted into an old town. Hats off with regards to the Bilbao decision makers to take such a gamble so close to their city heart. You should spend more time to tour around the building plus the outside art objects and let it impress you rather than going inside to the actual exhibitions which are also great even if you don't like Serra. Here, because of the superb interior space, the Brancusi objects were so much more captivating and convincing than in a traditional museum environment. Great place !",393,"The building is absolutely worth the trip. Rarely I was so amazed by a modern building inserted into an old town. Hats off with regards to the Bilbao decision makers to take such a gamble so close to their city heart. You should spend more time to tour around the building plus the outside art objects and let it impress you rather than going inside to the actual exhibitions which are also great even if you don't like Serra. Here, because of the superb interior space, the Brancusi objects were so much more captivating and convincing than in a traditional museum environment. Great place !","positive","positive",5,1
"rn119947842","fongghoul","Brooklyn, New York","Worth the hype",5,"2011-10-31","I'm not into art, but this place is spectacular. not only are the art installations at this museum interesting, visually beautiful and just cool, the museum itself is lovely to look at and to be around. you had me at the ""big dog"" in the front. by no means is this the louvre or prado, but i would return to bilbao just for this museum.",394,"Worth the hype. I'm not into art, but this place is spectacular. not only are the art installations at this museum interesting, visually beautiful and just cool, the museum itself is lovely to look at and to be around. you had me at the  big dog  in the front. by no means is this the louvre or prado, but i would return to bilbao just for this museum.","positive","neutral",2,2
"rn119934928","RobLugg","London, England, United Kingdom","Incredible building, underwhelming art",4,"2011-10-31","A truly classic piece of modern architecture it is essential to wander round the building, inside and out if you're in Bilbao. The art is hit and miss in my opinion and may not be worth the entry fee when the main attraction is the building anyway. The 'Bellas Artes' fine art museum is better for art in my opinion.",394,"Incredible building, underwhelming art. A truly classic piece of modern architecture it is essential to wander round the building, inside and out if you're in Bilbao. The art is hit and miss in my opinion and may not be worth the entry fee when the main attraction is the building anyway. The 'Bellas Artes' fine art museum is better for art in my opinion.","positive","neutral",2,2
"rn119859734","carolynrobert","ontario","You've gotta' go!",5,"2011-10-29","The architecture was amazing. The audioguide is very helpful in appreciating the buidling and how it came to be. The are installations are contemporary and some were really creative, but if you are not into that sort of thing, the building is still worth a look see.",394,"You've gotta' go!. The architecture was amazing. The audioguide is very helpful in appreciating the buidling and how it came to be. The are installations are contemporary and some were really creative, but if you are not into that sort of thing, the building is still worth a look see.","positive","positive",3,0
"rn119839388","crizzolo","West Caldwell, NJ","Very disappointed",1,"2011-10-28","We traveled fro 6 hours by train from Barcelona to Bilbao specifically to visit the Guggenheim. Our hotel was along the river and we could see the museum from our hotel. The architecture of the building and surrounding area were fabulous and enticing, so we were truly looking forward to our visit. Approaching the museum is wonderful as you appreciate the interesting architecture of the building and see the enormous spider sculpture and giant flowered puppy. The price of admission, 11 Euro was reasonable and the interior of the structure was also very interesting. That's were it ended. The ""art"" was non-existent. There were room filled with ridiculous pieces of sheet metal and black canvases. The artist featured was Richard Serra, The remaining collections were boring. Overall, don't make a special trip to go to Bilbao for this attraction.",394,"Very disappointed. We traveled fro 6 hours by train from Barcelona to Bilbao specifically to visit the Guggenheim. Our hotel was along the river and we could see the museum from our hotel. The architecture of the building and surrounding area were fabulous and enticing, so we were truly looking forward to our visit. Approaching the museum is wonderful as you appreciate the interesting architecture of the building and see the enormous spider sculpture and giant flowered puppy. The price of admission, 11 Euro was reasonable and the interior of the structure was also very interesting. That's were it ended. The  art  was non-existent. There were room filled with ridiculous pieces of sheet metal and black canvases. The artist featured was Richard Serra, The remaining collections were boring. Overall, don't make a special trip to go to Bilbao for this attraction.","negative","negative",3,6
"rn119832661","255068Paul","Brisbane, Australia","awe-inspiring place",5,"2011-10-28","The forms, colours and setting of the building are impressive enough, but to have ""Puppy"" located outside the entrance just knocked us off our feet! The works inside the museum were more impressive than we had expected, particularly since they were hung thoughtfully in keeping with the space and with no attempt to crowd the walls. We started at the top of the building and worked our way down, taking time to admire the building and the views of the surrounds in between exhibitions. Don't miss it!",394,"awe-inspiring place. The forms, colours and setting of the building are impressive enough, but to have  Puppy  located outside the entrance just knocked us off our feet! The works inside the museum were more impressive than we had expected, particularly since they were hung thoughtfully in keeping with the space and with no attempt to crowd the walls. We started at the top of the building and worked our way down, taking time to admire the building and the views of the surrounds in between exhibitions. Don't miss it!","positive","positive",2,1
"rn119819478","Doug S","Singapore, Singapore","Visually mindblowing",5,"2011-10-28","It is a must go, one of the top attractions in the Basque Country. You can spend more than an hour circulating the outskirts of the museum, immersing yourself into the fine titanium architecture that surrounds you.<br><br>Never seen something like that before. Modern art pieces inside the museum is intriguing and every visit brings me new surprises.",394,"Visually mindblowing. It is a must go, one of the top attractions in the Basque Country. You can spend more than an hour circulating the outskirts of the museum, immersing yourself into the fine titanium architecture that surrounds you.  Never seen something like that before. Modern art pieces inside the museum is intriguing and every visit brings me new surprises.","positive","positive",3,2
"rn119804697","GusClara","Portland, Oregon","Belongs on your bucket list",5,"2011-10-27","If you are in Bilbao, you know about the Guggenheim. We have traveled extensively around the world and have much enjoyed visiting art museums of all sorts (classical, renaissance, impressionist, sculpture, modern, etc). The Guggenheim Bilbao was one of the best 3 museums we have every visited! From Ghery's architecture, the gigantic flowering puppy outside, and the impressive collection of modern art inside, this modern art museum is a ""must see"" for everyone who appreciates art.",394,"Belongs on your bucket list. If you are in Bilbao, you know about the Guggenheim. We have traveled extensively around the world and have much enjoyed visiting art museums of all sorts (classical, renaissance, impressionist, sculpture, modern, etc). The Guggenheim Bilbao was one of the best 3 museums we have every visited! From Ghery's architecture, the gigantic flowering puppy outside, and the impressive collection of modern art inside, this modern art museum is a  must see  for everyone who appreciates art.","positive","positive",3,1
"rn119711646","Ezis","unknown","Made modern Bilbao",5,"2011-10-25","Really impressive for such relatively small city. Must see!",394,"Made modern Bilbao. Really impressive for such relatively small city. Must see!","positive","positive",2,0
"rn119649077","delMar13","Pleasant Hill, California","Almost as good as the NYC Guggenheim",5,"2011-10-24","Of course the architecture of the building is unique, but the surrounding areas, the river, the light rail, the bridges and the outdoor sculpture are also very interesting and noteworthy.",395,"Almost as good as the NYC Guggenheim. Of course the architecture of the building is unique, but the surrounding areas, the river, the light rail, the bridges and the outdoor sculpture are also very interesting and noteworthy.","positive","positive",1,0
"rn119570417","tejo42","Charleston, South Carolina","Incredible and unique",5,"2011-10-21","Beautiful building; well designed; excellent exhibits with a few items in each room. Audio guide included in price of admission. This is the real deal.",395,"Incredible and unique. Beautiful building; well designed; excellent exhibits with a few items in each room. Audio guide included in price of admission. This is the real deal.","positive","positive",2,1
"rn119512212","CathMansour","Orange, CT","Architectural icon",5,"2011-10-20","THE reason for going to Bilbao. Photos cannot do justice to the grandeur of this building.",395,"Architectural icon. THE reason for going to Bilbao. Photos cannot do justice to the grandeur of this building.","positive","negative",0,1
"rn119431427","flosser","Boston","Took over 80 photos outside this museum-spectacular!",5,"2011-10-18","Not only is this building an architectural splendor but the art around it is fun too. Don't miss the metallic tulips that reflect your image and the sky around you. Inside leave plenty of time to walk Rchard Serra's sculptures and watch the worthwhile video interview in the side room. They need more postcard offerings at the bookstore. I wish they let you take photos inside!<br>I loved the electronic word, light towers, installation and it's hard to explain to people.",395,"Took over 80 photos outside this museum-spectacular!. Not only is this building an architectural splendor but the art around it is fun too. Don't miss the metallic tulips that reflect your image and the sky around you. Inside leave plenty of time to walk Rchard Serra's sculptures and watch the worthwhile video interview in the side room. They need more postcard offerings at the bookstore. I wish they let you take photos inside! I loved the electronic word, light towers, installation and it's hard to explain to people.","positive","negative",3,4
"rn119424906","Nikolina M","Thessaloniki, Greece","A must see in Bilbao",5,"2011-10-18","Wonderful museum, not what you expect in such a small city.<br>Very organized and very interesting artwork.",395,"A must see in Bilbao. Wonderful museum, not what you expect in such a small city. Very organized and very interesting artwork.","positive","positive",2,1
"rn119397052","autoplas","Wicklow, Ireland","Totally Underwhelmed",1,"2011-10-17","Sorry but I really miss the point. What an exceptionally beautiful building but what is inside it a waste of space. Was only able to visit the first an third floor as the second floor was closed for renovations so maybe tall the ""treasures"" are kept there but what I saw was terrible???",395,"Totally Underwhelmed. Sorry but I really miss the point. What an exceptionally beautiful building but what is inside it a waste of space. Was only able to visit the first an third floor as the second floor was closed for renovations so maybe tall the  treasures  are kept there but what I saw was terrible???","negative","negative",1,3
"rn119256366","Liz M","Skerries, Ireland","What a Building!",4,"2011-10-13","My husband and I lately went walking for a week on the Camino and we flew home from Bilbao, geting a visit in to the Museum before leaving. It was well worth it. Although some of the art it contained wasn't to our liking, (but a lot of it was great too, very interactive) the actual building was worth the visit alone. It is a real architectural joy. So many curves in the strucure and the light allowed in made it such a special space. Some of the exhibits were closed for work on them so that was a bit disappointing but we enjoyed it all and the area it is in the city is very convenient to walk to and lovely beside the river, with nice surrounding parks.",395,"What a Building!. My husband and I lately went walking for a week on the Camino and we flew home from Bilbao, geting a visit in to the Museum before leaving. It was well worth it. Although some of the art it contained wasn't to our liking, (but a lot of it was great too, very interactive) the actual building was worth the visit alone. It is a real architectural joy. So many curves in the strucure and the light allowed in made it such a special space. Some of the exhibits were closed for work on them so that was a bit disappointing but we enjoyed it all and the area it is in the city is very convenient to walk to and lovely beside the river, with nice surrounding parks.","positive","positive",5,2
"rn119172791","John I","Banbury, United Kingdom","Guggenheim Museum Bilbao was an intersting / thought provoking & challenging experience",5,"2011-10-11","We had earlier in our holiday visited a number of the amazing artworks of Palaeolithic caves in Cantabria, so our visit to the Guggenheim Museum Bilbao was a complete contrast in styles of Man's expression of his world, at first glance, but when we had complete our visit we found that they had many things in common (The desire to express emotion / reflection’s on the life’s we lead &amp; our views of all that surrounds us were very strong in both cases).<br>The building itself is an amazing piece of Architecture by Frank Gehry &amp; the exhibitions within do what a modern Art Gallery should, they challenge / provoke and cause food for thought. Some of the Installation Art that we saw was of the highest order as they contained all of the above in abundance. We found in particular, “The Matter of Time” by the artist Richard Serra had a profound effect on us as we walk through his Works. <br>The large internal spaces within the buildings Picture galleries where on a grand scale and thus allowed you to view the art works in an uncluttered environment along with the opportunity to see the juxtaposition between the various Artists on display. We would highly recommend this to any person who wishes to experience modern Man’s desire to explore &amp; understand his/her self &amp; the world around them.",395,"Guggenheim Museum Bilbao was an intersting / thought provoking & challenging experience. We had earlier in our holiday visited a number of the amazing artworks of Palaeolithic caves in Cantabria, so our visit to the Guggenheim Museum Bilbao was a complete contrast in styles of Man's expression of his world, at first glance, but when we had complete our visit we found that they had many things in common (The desire to express emotion / reflection’s on the life’s we lead &amp; our views of all that surrounds us were very strong in both cases). The building itself is an amazing piece of Architecture by Frank Gehry &amp; the exhibitions within do what a modern Art Gallery should, they challenge / provoke and cause food for thought. Some of the Installation Art that we saw was of the highest order as they contained all of the above in abundance. We found in particular, “The Matter of Time” by the artist Richard Serra had a profound effect on us as we walk through his Works.  The large internal spaces within the buildings Picture galleries where on a grand scale and thus allowed you to view the art works in an uncluttered environment along with the opportunity to see the juxtaposition between the various Artists on display. We would highly recommend this to any person who wishes to experience modern Man’s desire to explore &amp; understand his/her self &amp; the world around them.","positive","negative",2,5
"rn119091316","robertolong","Turin, Italy","Great emotion!",5,"2011-10-09","We made a long way from Italy just to see the building itself, which is really fantastic and every time changing according to the light and the position from where you admire it . The inside architecture is equally magnificent, and the collection obviously top class. Entrance fee is cheap and the multilingual audioguide costs you € 1.",395,"Great emotion!. We made a long way from Italy just to see the building itself, which is really fantastic and every time changing according to the light and the position from where you admire it . The inside architecture is equally magnificent, and the collection obviously top class. Entrance fee is cheap and the multilingual audioguide costs you € 1.","positive","positive",5,1
"rn119081188","roseandribbons","unknown","wonderful experience - great building housing a good collection",5,"2011-10-08","No complaints about my visit to the Guggenheim in Bilbao. The building iteself is wonderful and a work of art in itself, inside and out. The collection was good - I didn't know what to expect, and I enjoyed it more than I thought I would.....an excellent experience all 'round. Just a tip - allthough photography is forbidden in the Guggenheim, the guards didn't mind anyone taking pictures of the building, just not of the collection itself.",395,"wonderful experience - great building housing a good collection. No complaints about my visit to the Guggenheim in Bilbao. The building iteself is wonderful and a work of art in itself, inside and out. The collection was good - I didn't know what to expect, and I enjoyed it more than I thought I would.....an excellent experience all 'round. Just a tip - allthough photography is forbidden in the Guggenheim, the guards didn't mind anyone taking pictures of the building, just not of the collection itself.","positive","positive",5,2
