"","id","username","location","userop","quote","rating","date","reviewnospace","page","titleopinion"
"1817","rn150448624","LJ000","Antwerp, Belgium","17 reviews","Amazing architecture!",5,2013-01-23,"Very nice to make some cool pictures! Amazing architecture! Beautiful. The City of Arts and Sciences was designed by the architect Santiago Calatrava.",182,"Amazing architecture!. Very nice to make some cool pictures! Amazing architecture! Beautiful. The City of Arts and Sciences was designed by the architect Santiago Calatrava."
"1818","rn150355334","susanlucas1950","Lancaster, United Kingdom","63 reviews","Amazing buildings and architecture",5,2013-01-23,"This is a stunning set of modern buildings - varied designs and range ot types and uses. Definitely worth a visit even if you don't got to the Oceanarium or Science Museum.",182,"Amazing buildings and architecture. This is a stunning set of modern buildings - varied designs and range ot types and uses. Definitely worth a visit even if you don't got to the Oceanarium or Science Museum."
"1819","rn149905676","puddle7soup","Belfast","35 reviews","The Architecture is unreal",4,2013-01-17,"My advice, is take a full day to go here and get to the art building early as it closes early - I was gutted I didnt get a chance to see it! Its a great way to spend a day! The architecture will blow you away - it's amazing. We went to the science museum. It was great! The superheroe section was amazing and loved letting my inner geek and child out! Lots of great things to try and do! Dont go to Valencia without going!",182,"The Architecture is unreal. My advice, is take a full day to go here and get to the art building early as it closes early - I was gutted I didnt get a chance to see it! Its a great way to spend a day! The architecture will blow you away - it's amazing. We went to the science museum. It was great! The superheroe section was amazing and loved letting my inner geek and child out! Lots of great things to try and do! Dont go to Valencia without going!"
"1820","rn149862759","CorkDenis","Cork","16 reviews","Viva Valencia",5,2013-01-17,"Valencia is a fantastic city, probably the highlight for us was city of arts and sciences with its amazing architecture.The river running through Valencia was prone to flooding and with modern day engineering was diverted around the city leaving a dry riverbed ...voila.. This then was transformed into probably one of the finest public amenities in any city in the world. You have the Aqua dome with performing dolphins, hundreds of different species of fish in huge tanks that you can walk under and almost touch. There is an array of exotic birds, tortoises etc.. a great way to spend a day. Up to road ( 5 mins walk) you have an i-max theatre and public park. The park has gym/training areas with gym equipment for public use.The Science buildings the concert hall the bridges now crossing the dry riverbed are all really beautiful. If architecture is your thing then Valencia is well worth a visit. Being a pretty level city the bicycle is a great way to get around and these can be picked up and dropped off at dozens of different locations around the city..probably every couple of hundred yards. You can buy a card for about €20 and use these bikes as you wish.Pick up and drop off great. More and more cities are now making these available. The Zoo in Valencia is another good day out and also last but by no means least Valencia has a great port area and beach...If your lucky your visit may even coincide with the formula 1 race in late June.",182,"Viva Valencia. Valencia is a fantastic city, probably the highlight for us was city of arts and sciences with its amazing architecture.The river running through Valencia was prone to flooding and with modern day engineering was diverted around the city leaving a dry riverbed ...voila.. This then was transformed into probably one of the finest public amenities in any city in the world. You have the Aqua dome with performing dolphins, hundreds of different species of fish in huge tanks that you can walk under and almost touch. There is an array of exotic birds, tortoises etc.. a great way to spend a day. Up to road ( 5 mins walk) you have an i-max theatre and public park. The park has gym/training areas with gym equipment for public use.The Science buildings the concert hall the bridges now crossing the dry riverbed are all really beautiful. If architecture is your thing then Valencia is well worth a visit. Being a pretty level city the bicycle is a great way to get around and these can be picked up and dropped off at dozens of different locations around the city..probably every couple of hundred yards. You can buy a card for about €20 and use these bikes as you wish.Pick up and drop off great. More and more cities are now making these available. The Zoo in Valencia is another good day out and also last but by no means least Valencia has a great port area and beach...If your lucky your visit may even coincide with the formula 1 race in late June."
"1821","rn149133179","Patricia C","Albuquerque","99 reviews","Modern architecture",5,2013-01-07,"We walked from our hotel to the museums, watched the dynamo movie, you can actually buy tickets ahead of time from the concierge at the hotel, this will save you time. I did not find the science museum as interesting as its architecture, the movie was great...I did not have time to visit the aquarium. However everyone said it is worth visiting! Check it out for sure.",183,"Modern architecture. We walked from our hotel to the museums, watched the dynamo movie, you can actually buy tickets ahead of time from the concierge at the hotel, this will save you time. I did not find the science museum as interesting as its architecture, the movie was great...I did not have time to visit the aquarium. However everyone said it is worth visiting! Check it out for sure."
"1822","rn149025662","UTor","Indaiatuba, SP","94 reviews","Amazing architecture out side, content in side",5,2013-01-06,"Just to walk around is a great time, because the buildings are located in a great architecture master piece.",183,"Amazing architecture out side, content in side. Just to walk around is a great time, because the buildings are located in a great architecture master piece."
"1823","rn149009217","dlndny","San Francisco, California","23 reviews","Worth visiting for the exterior, not interior",4,2013-01-06,"If you like architecture this is a cannot-miss location in Valencia. It's a long walk from the city center, or you can catch a bus that will drop you off a few blocks away and can walk from there. The grounds are beautiful and the buildings really are stunning. That being said, I can't really recommend you pay for the museum of science or planetarium, as we found the exhibits only moderately interesting. The museum just doesn't make use of the space inside, and when we went nearly half of the hands-on exhibits were 'out of service'. Go for the views, and just walk around the grounds.",183,"Worth visiting for the exterior, not interior. If you like architecture this is a cannot-miss location in Valencia. It's a long walk from the city center, or you can catch a bus that will drop you off a few blocks away and can walk from there. The grounds are beautiful and the buildings really are stunning. That being said, I can't really recommend you pay for the museum of science or planetarium, as we found the exhibits only moderately interesting. The museum just doesn't make use of the space inside, and when we went nearly half of the hands-on exhibits were 'out of service'. Go for the views, and just walk around the grounds."
"1824","rn148871276","Robert S","York","20 reviews","Stunning building, average museum",3,2013-01-05,"First of all the building is absolutely beautiful, really worth the visit by itself. We just visited the science museum which I personally thought was decent value for the length of time we spent there. However my score reflects the fact that several of the exhibits were out of order, with the number of visiters they must get there is really no excuse for this as I can't imagine many of the broken things were that expensive to fix. Bearing that it turns a 4 star review into a 3 star. None the less I still would recommend giving it a chance yourself.",183,"Stunning building, average museum. First of all the building is absolutely beautiful, really worth the visit by itself. We just visited the science museum which I personally thought was decent value for the length of time we spent there. However my score reflects the fact that several of the exhibits were out of order, with the number of visiters they must get there is really no excuse for this as I can't imagine many of the broken things were that expensive to fix. Bearing that it turns a 4 star review into a 3 star. None the less I still would recommend giving it a chance yourself."
"1825","rn148849926","subbuvenk","Zurich, Switzerland","15 reviews","Spectacular Architecture.",5,2013-01-04,"Anyone who is fascinated with Architecture should make a visit to Valencia's City of Arts and Sciences. I have no words to express this splendid piece of work. This is like a Picasso's work for Architects.",183,"Spectacular Architecture.. Anyone who is fascinated with Architecture should make a visit to Valencia's City of Arts and Sciences. I have no words to express this splendid piece of work. This is like a Picasso's work for Architects."
"1826","rn148595822","MrWestSpain","Javea, Spain","398 reviews","Not a lot works!",3,2013-01-02,"The building is impressive yes, but the sheer amount of things broken is just poor management. The layout is terrible so you miss exhibits easily and it's just not good for kids. <br><br>I liked the superhero exhibits but I can understand that this and football shouldn't belong in this museum.",183,"Not a lot works!. The building is impressive yes, but the sheer amount of things broken is just poor management. The layout is terrible so you miss exhibits easily and it's just not good for kids. <br><br>I liked the superhero exhibits but I can understand that this and football shouldn't belong in this museum."
"1827","rn148332091","DACHALADACHA","Sentosa Island, Singapore","241 reviews","À must GO in VLC...",4,2012-12-30,"Fantastic buildings.... Realy worth to visit when in VLC. But take your time. There are 3 different 'buildings' to visit. But you can buy à 2 days pass for all of them. And you Will need this time. Can say it's THE face of THE city, nowadays... We liked it very much... We visited this already à few years ago, but any time when in VLC... Never get bored to look at it! So this review is based on 'OLS' experiences...<br>THE entrance fee is not cheap... Bt what is... (Nowadays...) at Oceanographic you can see à Delphin show which s Nice for THE little ones... But not that special, if you are used to THE ones at Seaquarium in THE US... Anyway... Kids never get bored of sering dancing dolphins...<br>THE Science building is Interesting for everybody who is interested in techniques and tomorrow's life...<br>Money and time worth to visit this attraction. Or better say... À must... Even Though its only for THE beautiful pics you could shoot overthere...",183,"À must GO in VLC.... Fantastic buildings.... Realy worth to visit when in VLC. But take your time. There are 3 different 'buildings' to visit. But you can buy à 2 days pass for all of them. And you Will need this time. Can say it's THE face of THE city, nowadays... We liked it very much... We visited this already à few years ago, but any time when in VLC... Never get bored to look at it! So this review is based on 'OLS' experiences...<br>THE entrance fee is not cheap... Bt what is... (Nowadays...) at Oceanographic you can see à Delphin show which s Nice for THE little ones... But not that special, if you are used to THE ones at Seaquarium in THE US... Anyway... Kids never get bored of sering dancing dolphins...<br>THE Science building is Interesting for everybody who is interested in techniques and tomorrow's life...<br>Money and time worth to visit this attraction. Or better say... À must... Even Though its only for THE beautiful pics you could shoot overthere..."
"1828","rn148021285","MissManor21","Liverpool, United Kingdom","103 reviews","Fascinating",4,2012-12-25,"A really fascinating place, stunning buildings and a real must attraction in Valencia, good enough just to walk around and take it all in!",183,"Fascinating. A really fascinating place, stunning buildings and a real must attraction in Valencia, good enough just to walk around and take it all in!"
"1829","rn147832298","OliZ12","Sydney, Australia","130 reviews","A great walk around",4,2012-12-21,"The massive construction of City of Arts and Sciences is breathtaking. I can definitely see Gaudi here and there, however, it's still the modern building, winning more on the sheer size and surrounding - water. Great open space which is ideal for events, families outing, joggers, cyclists alike... Really nice to walk around. I didn't bother to go to see any exhibitions, given low season no specific exhibitions on, personally I don't like permanent exhibits.",183,"A great walk around. The massive construction of City of Arts and Sciences is breathtaking. I can definitely see Gaudi here and there, however, it's still the modern building, winning more on the sheer size and surrounding - water. Great open space which is ideal for events, families outing, joggers, cyclists alike... Really nice to walk around. I didn't bother to go to see any exhibitions, given low season no specific exhibitions on, personally I don't like permanent exhibits."
"1830","rn147591923","evamarLondon","London","92 reviews","you simply have to go",5,2012-12-17,"It's on its way of being 10 times more expensive than it was sold for to Valencia, and definitely doesn't worth all that money: nobody knows where it went and it should have been invested in other fields, especially seeing how troubled Valencian region is now. Saying that, what's left is truly original and something one has to see when in Valencia. Very nice walking areas, a bit of tribute to Gaudi style, and curves everywhere. The ticket price of the attractions is too expensive, and for us the science museum didn't fulfill our expectations. Saying that, we did had a great time. Views are gorgeous, and it's a complex that we will remember.",183,"you simply have to go. It's on its way of being 10 times more expensive than it was sold for to Valencia, and definitely doesn't worth all that money: nobody knows where it went and it should have been invested in other fields, especially seeing how troubled Valencian region is now. Saying that, what's left is truly original and something one has to see when in Valencia. Very nice walking areas, a bit of tribute to Gaudi style, and curves everywhere. The ticket price of the attractions is too expensive, and for us the science museum didn't fulfill our expectations. Saying that, we did had a great time. Views are gorgeous, and it's a complex that we will remember."
"1831","rn147272061","sir_recorder","London, United Kingdom","56 reviews","Poor",1,2012-12-11,"I am not going to rave about the architecture of this building, which is significant but just about how boring the so-called scientific exhibits were. That half of the interactive ones were not working. That the presentation had ""lost its way"". That the entrance fee was expensive. That we expected more and got less than we hoped. <br><br>The exhibits were designed for children, but in my opinion many went way over their heads. Too difficult for them to appreciate.<br><br>That the European Space Agency presentation was boring.<br><br>What on Earth have Marvel comic superheroes got to do with Science?",184,"Poor. I am not going to rave about the architecture of this building, which is significant but just about how boring the so-called scientific exhibits were. That half of the interactive ones were not working. That the presentation had ""lost its way"". That the entrance fee was expensive. That we expected more and got less than we hoped. <br><br>The exhibits were designed for children, but in my opinion many went way over their heads. Too difficult for them to appreciate.<br><br>That the European Space Agency presentation was boring.<br><br>What on Earth have Marvel comic superheroes got to do with Science?"
"1832","rn147090918","Martin C","Prague, Czech Republic","63 reviews","Design in it's best",5,2012-12-09,"City of the Arts is the design in it's best. Great to have a walk along and even better to have a look inside. Not only it looks marvellously from outside and you can stare at it for ages, but also inside it's very stylish.",184,"Design in it's best. City of the Arts is the design in it's best. Great to have a walk along and even better to have a look inside. Not only it looks marvellously from outside and you can stare at it for ages, but also inside it's very stylish."
"1833","rn147061993","nielshartgers","Amersfoort, The Netherlands","157 reviews","post modern architecture",5,2012-12-09,"Back in the 1990-ies when money was easy to get and confidence was high some cities were caught by a certain sense of hybris and started to construct incredibly ambitious buildings.<br>Valencia was no exeption to this and luckily they entrusted their project to a very talented architect who did a great job.<br>On gthe south eastern edge of the city a whole series of buildings was constructed, looking like space ships and containing all kinds of attractions.<br>It is very worhtwhile to walk around here , make photographs and visit the attractions, even though, apart from the great oceanographic, they are not too special.",184,"post modern architecture. Back in the 1990-ies when money was easy to get and confidence was high some cities were caught by a certain sense of hybris and started to construct incredibly ambitious buildings.<br>Valencia was no exeption to this and luckily they entrusted their project to a very talented architect who did a great job.<br>On gthe south eastern edge of the city a whole series of buildings was constructed, looking like space ships and containing all kinds of attractions.<br>It is very worhtwhile to walk around here , make photographs and visit the attractions, even though, apart from the great oceanographic, they are not too special."
"1834","rn146784745","d k","Incline Village, Nevada","82 reviews","modern must see",4,2012-12-04,"if you are into modern architecture this place is beyond amazing. everything is white and blue -<br>things are not too well marked between buildings and alot of walking. I imagine it would be extremely hot in the summer",184,"modern must see. if you are into modern architecture this place is beyond amazing. everything is white and blue -<br>things are not too well marked between buildings and alot of walking. I imagine it would be extremely hot in the summer"
"1835","rn146431847","Ezis","Riga, Latvia","148 reviews","Real wonder",5,2012-11-29,"This shows why Santiago Calatrava is best living spanish architect and real heir of Gaudi. His signature features reminding fishes.",184,"Real wonder. This shows why Santiago Calatrava is best living spanish architect and real heir of Gaudi. His signature features reminding fishes."
"1836","rn146377019","Mark_O_M_London","London","42 reviews","Science Museum Part of it - Average",3,2012-11-28,"Went during August 2012 and regretted it. Not interactive enough, difficult for children to understand 50 to 60% of it. Quite disappointed overall and felt like a big waste of £40. Aquarium definitely is worth a visit though.",184,"Science Museum Part of it - Average. Went during August 2012 and regretted it. Not interactive enough, difficult for children to understand 50 to 60% of it. Quite disappointed overall and felt like a big waste of £40. Aquarium definitely is worth a visit though."
"1837","rn146164227","janrat","Southport UK","22 reviews","Spectacular architecture and needs to be visited",5,2012-11-25,"Stunning selection of buildings and an amazing place to finish a marathon Some of the buildings seemed quite empty but well worth a visit, either as a stop of on bus tour or the No 35 bus",184,"Spectacular architecture and needs to be visited. Stunning selection of buildings and an amazing place to finish a marathon Some of the buildings seemed quite empty but well worth a visit, either as a stop of on bus tour or the No 35 bus"
"1838","rn146043224","Euphemia46","","8 reviews","Science museam - best 8 euros we spent",5,2012-11-23,"We visited the science museum thinking we'd spend a couple of hours having a wander around, in the end we spent seven hours and thoroughly enjoyed our visit! The architecture was amazing and the exhibits proved to be an adult playground - great mix of information and hands-on exhibits. <br><br>If this is anything to go by we would love to go back and visit the other elements of the City of Arts.",184,"Science museam - best 8 euros we spent. We visited the science museum thinking we'd spend a couple of hours having a wander around, in the end we spent seven hours and thoroughly enjoyed our visit! The architecture was amazing and the exhibits proved to be an adult playground - great mix of information and hands-on exhibits. <br><br>If this is anything to go by we would love to go back and visit the other elements of the City of Arts."
"1839","rn145925020","DavidK052","Regina, Canada","5 reviews","The architecture is worth your time to see",5,2012-11-21,"Although I didn't get a chance to go inside, just looking at the ultramodern architecture was mind blowing enough for me.",184,"The architecture is worth your time to see. Although I didn't get a chance to go inside, just looking at the ultramodern architecture was mind blowing enough for me."
"1840","rn145902503","adaviesFromWales","from wales","48 reviews","Simply Amazing!",5,2012-11-21,"you cannot visit the area without making time to walk about the City of Arts, it is simply amazing! Just make sure to have your camera fully charged as you will take hundreds of pics!",184,"Simply Amazing!. you cannot visit the area without making time to walk about the City of Arts, it is simply amazing! Just make sure to have your camera fully charged as you will take hundreds of pics!"
"1841","rn145575923","seanog_1","Birmingham, United Kingdom","54 reviews","An Architectural Feast",5,2012-11-17,"This is a wonderful place to visit, you could spend a fair amount of time here. The exhibits are inspiring and this is a 'must' for visitors to Valencia.",185,"An Architectural Feast. This is a wonderful place to visit, you could spend a fair amount of time here. The exhibits are inspiring and this is a 'must' for visitors to Valencia."
"1842","rn145553331","Dee B","Ashby de la Launde, United Kingdom","108 reviews","Wonderful architecture",5,2012-11-16,"I totally fell in love with the beautiful architecture of this place and at nights it's magical. We spent a whole morning and returned in the evening taking many fantastic pictures. Well worth a visit and not just a quick walk through but a long lingering stroll especially at dusk",185,"Wonderful architecture. I totally fell in love with the beautiful architecture of this place and at nights it's magical. We spent a whole morning and returned in the evening taking many fantastic pictures. Well worth a visit and not just a quick walk through but a long lingering stroll especially at dusk"
"1843","rn145525124","jbrover","Alicante, Spain","30 reviews","An unique experience",5,2012-11-16,"Brilliant; interesting, captivating and very enjoyable. Not cheap to visit the 3 main attractions but well worth it especially the Oceanographic.",185,"An unique experience. Brilliant; interesting, captivating and very enjoyable. Not cheap to visit the 3 main attractions but well worth it especially the Oceanographic."
"1844","rn145445282","adelmeir","givatayim, Israel","14 reviews","Beautiful",5,2012-11-15,"We spent an unforgettable week in this lovely city, and of course the main attraction being the Calatrava complex. The aquarium is the best we have seen, comparable only to the Lisbon aquarium, another Calatrava protect.<br>tHe science museum was interesting, not the best in the world, but the architecture makes it unique. In general, it was a pleasure just walking through the gardens, long long walks in spring. May be that in summer it is not so enjoyable.<br>Valencia in general is modern, clean, without traffic jams. How do they do it?everyone rides bicycles.<br>It was one of our best vacations and I are looking forward to coming back to Valencia.",185,"Beautiful. We spent an unforgettable week in this lovely city, and of course the main attraction being the Calatrava complex. The aquarium is the best we have seen, comparable only to the Lisbon aquarium, another Calatrava protect.<br>tHe science museum was interesting, not the best in the world, but the architecture makes it unique. In general, it was a pleasure just walking through the gardens, long long walks in spring. May be that in summer it is not so enjoyable.<br>Valencia in general is modern, clean, without traffic jams. How do they do it?everyone rides bicycles.<br>It was one of our best vacations and I are looking forward to coming back to Valencia."
"1845","rn145234789","Heresay","Bangor Co Down","54 reviews","Take a day to do all of this amazing area",5,2012-11-12,"The whole area is a tremendous collection of architecture. You can visit the Oceanografic, the Science Museum and the Hemisfera on a combed ticket.",185,"Take a day to do all of this amazing area. The whole area is a tremendous collection of architecture. You can visit the Oceanografic, the Science Museum and the Hemisfera on a combed ticket."
"1846","rn145002641","nbaffatto","London, United Kingdom","280 reviews","Amazing place!!!",5,2012-11-09,"Very modern and the Acquarium is a great experience. But prepar yourself to walk, because that place is big!!!",185,"Amazing place!!!. Very modern and the Acquarium is a great experience. But prepar yourself to walk, because that place is big!!!"
"1847","rn144993205","Hsmithybear","London, United Kingdom","23 reviews","An architectural gem ?",4,2012-11-09,"We walked here along the sunken garden route, which is made from the old dried river bed of the town, this was very enjoyable, but take your time in the heat .. Coming across these buildings is like seeing a mirage, these new strange architectural shapes looming up ahead of you..They are very interesting structures, but the whole space is eerily quiet and deserted, massive wide concourses, reflecting pools, white tiles gleaming in the sun.... but no one ? this place should be filled with people, not empty cordoned off with the odd security guard looking listless, come on town council .. sort it out .. and get a decent cafe down there... not that porta cabin...",185,"An architectural gem ?. We walked here along the sunken garden route, which is made from the old dried river bed of the town, this was very enjoyable, but take your time in the heat .. Coming across these buildings is like seeing a mirage, these new strange architectural shapes looming up ahead of you..They are very interesting structures, but the whole space is eerily quiet and deserted, massive wide concourses, reflecting pools, white tiles gleaming in the sun.... but no one ? this place should be filled with people, not empty cordoned off with the odd security guard looking listless, come on town council .. sort it out .. and get a decent cafe down there... not that porta cabin..."
"1848","rn144990604","Lhodkinson","","30 reviews","Stunning architecture",5,2012-11-09,"You must see this area to appreciate it and to appreciate Valencia as a modern and vibrant city. A lovely walk on a sunny day where all the family can enjoy. Doggy friendly and pushchair friendly as well as good area for small people walking practice. We didn't make it into any of the buildings but it was enough to feel the space age atmosphere from the outside. And it was fun to feel like you were in Logan's run!",185,"Stunning architecture. You must see this area to appreciate it and to appreciate Valencia as a modern and vibrant city. A lovely walk on a sunny day where all the family can enjoy. Doggy friendly and pushchair friendly as well as good area for small people walking practice. We didn't make it into any of the buildings but it was enough to feel the space age atmosphere from the outside. And it was fun to feel like you were in Logan's run!"
"1849","rn144905275","lucabran","Milano","196 reviews","Awesome",5,2012-11-08,"Wow, really interesting, good for kids and adults. If possible go during the week or it will be busy. Architecture is fantastic but what shows inside is much better! Do not miss it. You can reach it by a nice walk in the Turia park",185,"Awesome. Wow, really interesting, good for kids and adults. If possible go during the week or it will be busy. Architecture is fantastic but what shows inside is much better! Do not miss it. You can reach it by a nice walk in the Turia park"
"1850","rn144751964","Bertil B","Vellinge, Sweden","56 reviews","Modern Valencia",4,2012-11-06,"This is a very interesting museum with all kind of modern eqippment.<br>Situated near the Oceanografic.<br></p>",185,"Modern Valencia. This is a very interesting museum with all kind of modern eqippment.<br>Situated near the Oceanografic.<br></p>"
"1851","rn144675197","Budhy A","Rumst","28 reviews","Great Spain",5,2012-11-05,"This is a creation with WOW factor. This is a big complex, take your time to look at and to enjoy. You can spread your visit with the 3-days ticket, especially because it can be very hot during sunny days. You can visit the opera, see IMAX theatre, visiting painting exhibits, oceanographic site. You can reach it by public bus or taxi, but better walk through the old riverbed which they trnsformed to garden and public places. If you like to make pictures, this place is very rewarding, try to go during the day and during the sun set.",186,"Great Spain. This is a creation with WOW factor. This is a big complex, take your time to look at and to enjoy. You can spread your visit with the 3-days ticket, especially because it can be very hot during sunny days. You can visit the opera, see IMAX theatre, visiting painting exhibits, oceanographic site. You can reach it by public bus or taxi, but better walk through the old riverbed which they trnsformed to garden and public places. If you like to make pictures, this place is very rewarding, try to go during the day and during the sun set."
"1852","rn144526702","Finn Spurre P","Nakskov, Denmark","440 reviews","Fabulous architecture",4,2012-11-05,"It is a must to walk through this area, even if you are not planning to visit any of the exhibitions. The buildings are stunning, and the entire size and lay-out of the area is impressive. A Calatrava masterpiece.<br>Make sure that you go here also by night. The display of lights and colours is breathtaking.<br></p>",186,"Fabulous architecture. It is a must to walk through this area, even if you are not planning to visit any of the exhibitions. The buildings are stunning, and the entire size and lay-out of the area is impressive. A Calatrava masterpiece.<br>Make sure that you go here also by night. The display of lights and colours is breathtaking.<br></p>"
"1853","rn144489474","Curlypow44","Aberdeen, United Kingdom","197 reviews","Complete contrast",4,2012-11-04,"Worth walking along the Turia walkway to visit the city, if only to experience the huge contrast to the rest of Valencia. Plenty to do, depending on your interests.",186,"Complete contrast. Worth walking along the Turia walkway to visit the city, if only to experience the huge contrast to the rest of Valencia. Plenty to do, depending on your interests."
"1854","rn144468098","Lynne L","Cadiz","16 reviews","A big building with little inside",2,2012-11-04,"The architecture of the building may be wonderful but inside was a big disappointment. Many of the displays did not work properly. The most exciting thing was an incubator with live chicks hatching from eggs. Would give this a miss.",186,"A big building with little inside. The architecture of the building may be wonderful but inside was a big disappointment. Many of the displays did not work properly. The most exciting thing was an incubator with live chicks hatching from eggs. Would give this a miss."
"1855","rn144145401","aakhyani","Sydney","18 reviews","fantastic place to watch the sunset",5,2012-10-31,"go here an hour or two before the sunset and admire the world class architecture as the sky changes colour. it's a beautiful place and a great place for some photos!",186,"fantastic place to watch the sunset. go here an hour or two before the sunset and admire the world class architecture as the sky changes colour. it's a beautiful place and a great place for some photos!"
"1856","rn144142243","Elle T","Melbourne, Australia","59 reviews","Visit Valencia just to see this",5,2012-10-31,"Even if you do attend any of the events or exhibitions there, attend one of their guided tours of the area, there is a reason they call it a City, so wear good comfy walking shoes. Santiago Calatrava is an absolute magician when it comes to architecture and engineering...a true genius! Salut!",186,"Visit Valencia just to see this. Even if you do attend any of the events or exhibitions there, attend one of their guided tours of the area, there is a reason they call it a City, so wear good comfy walking shoes. Santiago Calatrava is an absolute magician when it comes to architecture and engineering...a true genius! Salut!"
"1857","rn144096010","fpg","Nottinghamshire, England","214 reviews","Fantastic modern architecture",5,2012-10-30,"This place is so impressive - the shapes of the buildings are wonderful against the blue sky and city skyline.<br>Most of the buildings are a stunning white<br>Be sure to take your camera - and if you can a wide angle lens and polarising filter",186,"Fantastic modern architecture. This place is so impressive - the shapes of the buildings are wonderful against the blue sky and city skyline.<br>Most of the buildings are a stunning white<br>Be sure to take your camera - and if you can a wide angle lens and polarising filter"
"1858","rn144051561","SMBCJ","Worcester, United Kingdom","57 reviews","Suberb design.",4,2012-10-30,"We walked along the old river bed in glorious sunshine to visit this site. It was just fabulous. What beautiful designs for the buildings, very nautical. We enjoyed a coffee next to the water feature. More than one visit is needed to do justice to this complex.",186,"Suberb design.. We walked along the old river bed in glorious sunshine to visit this site. It was just fabulous. What beautiful designs for the buildings, very nautical. We enjoyed a coffee next to the water feature. More than one visit is needed to do justice to this complex."
"1859","rn143597382","Enrico M","Genova","87 reviews","amazing futuristic place",5,2012-10-24,"you jump directly to the future: very nice futuristic buildings, several interesting attractions. A must when you visit Valencia! Very interesting also during the night, perfect for photographers!",186,"amazing futuristic place. you jump directly to the future: very nice futuristic buildings, several interesting attractions. A must when you visit Valencia! Very interesting also during the night, perfect for photographers!"
"1860","rn143544985","tanaro","Malta","24 reviews","1 of the top highlights in Valencia",5,2012-10-23,"This is truly a city on its own, including the Oceanarium, Science Museum, Arts Centre and Imax centre. Visited the Oceanarium and Science Museum which really a treat for at least 5/6 hours. Just a small tip, if you are travelling by car you can avoid a good parking fee if you manage to park in one of the close streets nearby (rather than in own parking facilities).",186,"1 of the top highlights in Valencia. This is truly a city on its own, including the Oceanarium, Science Museum, Arts Centre and Imax centre. Visited the Oceanarium and Science Museum which really a treat for at least 5/6 hours. Just a small tip, if you are travelling by car you can avoid a good parking fee if you manage to park in one of the close streets nearby (rather than in own parking facilities)."
"1861","rn143470875","luisa d","London, United Kingdom","56 reviews","interesting",5,2012-10-22,"I saw this one more than once,but everytime I was amazed by the architecture and I miss that place a lot",187,"interesting. I saw this one more than once,but everytime I was amazed by the architecture and I miss that place a lot"
"1862","rn143383559","BravoJohny","Riga, Latvia","125 reviews","ncie place",4,2012-10-21,"we had just few hours to spend here. didn't go inside anywhere,but from outside areas looks amazing!! by the way - across the road there is shopping mall and in the mall there is fantastic chinese buffet - ""Shintori Wok"". Pay €9.50 and eat as much as you can, drinks separately.",187,"ncie place. we had just few hours to spend here. didn't go inside anywhere,but from outside areas looks amazing!! by the way - across the road there is shopping mall and in the mall there is fantastic chinese buffet - ""Shintori Wok"". Pay €9.50 and eat as much as you can, drinks separately."
"1863","rn143368136","Falco7001","","25 reviews","Nice Aquarium",4,2012-10-21,"Very large aquarium with many different buildings and exhibits. The Dolphin show is better than the one at Seaworld.",187,"Nice Aquarium. Very large aquarium with many different buildings and exhibits. The Dolphin show is better than the one at Seaworld."
"1864","rn143293324","tamiNetanya","Netanya","32 reviews","Disappointing architecture",3,2012-10-20,"We decided to spend the day in the arts and sciences center to see the marveled modern architecture. So we visited the science museum and the aquarium. I admit that it is a matter of taste and familiarity with architecture in general, but we found the design of the comlex totally unatractive and unfunctional from the point of ""form follows function"". Although it is obvious that a lot of money and thought was put into it, the feeling that we got from the colosal buildings is unfriendlyness, redundancy of building material, and and even animosity. The arts center looks like a head of a cyber worrier, and the science building renders the association of shark jaws. Nevertheless grown-up and kids alike can pass an enjoyable day in the science museum, and the aquarium.",187,"Disappointing architecture. We decided to spend the day in the arts and sciences center to see the marveled modern architecture. So we visited the science museum and the aquarium. I admit that it is a matter of taste and familiarity with architecture in general, but we found the design of the comlex totally unatractive and unfunctional from the point of ""form follows function"". Although it is obvious that a lot of money and thought was put into it, the feeling that we got from the colosal buildings is unfriendlyness, redundancy of building material, and and even animosity. The arts center looks like a head of a cyber worrier, and the science building renders the association of shark jaws. Nevertheless grown-up and kids alike can pass an enjoyable day in the science museum, and the aquarium."
"1865","rn143101399","Elephant_Biscuits","Derby, United Kingdom","20 reviews","Great Fun",5,2012-10-18,"We spent a whole afternoon in the science museum, playing with all the interactive exhibits! Bizarre yet beautiful architecture. Food overpriced (like all museums!)",187,"Great Fun. We spent a whole afternoon in the science museum, playing with all the interactive exhibits! Bizarre yet beautiful architecture. Food overpriced (like all museums!)"
"1866","rn143096822","womaninseat21","Hastings, United Kingdom","23 reviews","Must visit",4,2012-10-18,"The whole complex is fantastic, was less interested in the contents of the science museum, but even I found something's to interest me in there, the buildings are just breath taking.",187,"Must visit. The whole complex is fantastic, was less interested in the contents of the science museum, but even I found something's to interest me in there, the buildings are just breath taking."
"1867","rn142966897","mandy c","London, United Kingdom","4 reviews","beautiful",5,2012-10-16,"We had the opportunity to be there during the day and also at night on the way back to hotel. Night time is quite spectacular with the lightworks.",187,"beautiful. We had the opportunity to be there during the day and also at night on the way back to hotel. Night time is quite spectacular with the lightworks."
